Gene,WT_NoIL_Shock_rep1,WT_NoIL_Shock_rep2,WT_NoIL_Shock_rep3,WT_NoIL_Early_rep1,WT_NoIL_Early_rep2,WT_NoIL_Mid_rep1,WT_NoIL_Mid_rep2,WT_IL_Shock_rep1,WT_IL_Shock_rep2,WT_IL_Shock_rep3,WT_IL_Early_rep1,WT_IL_Early_rep2,WT_IL_Early_rep3,WT_IL_Mid_rep1,WT_IL_Mid_rep2,MT_NoIL_Shock_rep1,MT_NoIL_Shock_rep2,MT_NoIL_Shock_rep3,MT_NoIL_Early_rep1,MT_NoIL_Early_rep2,MT_NoIL_Early_rep3,MT_NoIL_Mid_rep1,MT_NoIL_Mid_rep2,MT_IL_Shock_rep1,MT_IL_Shock_rep2,MT_IL_Early_rep1,MT_IL_Early_rep2,MT_IL_Mid_rep1,MT_IL_Mid_rep2
YALI0E05511g,108.6028883,97.52686459,104.9004146,295.2708316,297.1788711,347.7959799,397.9861003,710.611818,719.2741307,668.9636984,674.2712438,645.7141742,565.2254875,963.2181626,183.3742655,87.79904406,79.65211248,81.44531689,323.1427788,346.7659641,337.6971395,271.2812975,336.9253445,396.9744279,387.5176016,419.7856693,523.0047694,602.9475096,600.8469915
YALI0E05533g,71.44443698,65.33082762,63.25276789,25.27260375,24.45042109,34.59191347,37.71725732,171.6713959,208.0940696,172.1593841,57.24045307,43.35747071,40.93297328,71.29048631,65.80930133,62.44404625,72.41420722,62.2051429,39.98747514,56.03083971,57.64297794,47.65363081,42.80435813,98.47386843,101.4681813,75.21903728,61.21602495,59.14221677,57.4171992
YALI0E05555g,20.38194683,20.67551091,24.93303699,4.619130435,4.596189007,4.921736278,3.30933321,36.08649177,36.28581163,34.18505955,4.852642562,5.844017732,5.478212371,8.142485625,21.69583061,25.45706936,26.5386937,27.9936324,3.741192672,5.825282213,7.33114483,5.4532482,3.654786646,16.86631675,19.1730097,8.436875654,4.305491505,2.296138819,2.944623121
YALI0E05577g,0.441718456,1.179022783,0.465950954,1.209175101,0.800217812,2.434626431,1.41101515,13.02491429,10.73274377,9.746258419,6.781265504,5.220514936,5.36036734,3.05473781,3.216016684,3.595939977,2.878789915,2.633624687,1.354826693,3.087840352,2.749861659,2.709276948,2.185381768,5.418661977,8.139309453,0.747023589,1.626922716,2.434872931,3.504971234
YALI0E05599g,32.55756915,31.45034242,28.78377962,109.0274974,125.3349846,213.6969955,210.9911896,37.99916704,30.57738215,34.82965999,113.8665269,158.941261,159.2634976,86.9215719,24.07454581,15.15972113,16.56450281,17.21929963,73.84555465,76.19296221,73.04704477,53.92079114,76.76173937,94.10037104,89.18573481,72.8938532,147.0955886,135.7609526,135.4029645
YALI0E05621g,78.82773663,71.41081639,79.10987956,237.5874051,227.156325,326.3297884,373.5118759,361.573298,340.5046966,351.8698395,340.2640934,346.5279335,350.0445436,279.3790465,81.59647282,52.85584081,54.77173213,56.31495807,138.4355826,135.8248694,130.2746144,158.0271044,158.8634606,219.4782851,266.1925071,168.9439906,239.1224942,269.775958,287.9655883
YALI0E05643g,65.49849201,54.01894063,61.14010548,186.6374722,200.692983,260.6289575,274.4490047,252.6156348,221.0163903,240.4465843,245.16219,230.4441434,209.6652702,168.2134292,60.15833863,46.86171135,48.41504328,44.00303225,161.1038304,152.1701734,167.6609488,147.4268383,191.8977556,451.1936364,536.6489491,227.3229761,303.6707979,307.8657529,308.3701253
YALI0E05665g,56.29357531,52.561999,55.01254162,44.48180411,57.77987224,100.136985,105.0619669,249.8908824,255.5771244,218.0796184,375.2791011,377.3868534,402.3035962,165.0660563,61.19205968,52.42780134,54.30032315,52.07964237,35.54023877,38.83541148,40.67886025,37.85709847,41.45608351,358.7767347,353.4109461,236.7682997,360.9105426,343.8847042,434.5022815
YALI0E05687g,85.91987085,94.01871526,101.7513033,111.8378104,126.4344143,175.9248407,188.8775707,289.0360194,279.6893381,250.5028409,263.5452496,269.6831265,329.0037466,155.3330828,97.57160872,60.12468448,64.53072482,65.94558628,126.3307096,124.0769388,123.1184129,133.5558293,131.7268019,248.4533856,214.1987696,65.36694858,105.7163247,119.6897148,183.739921
YALI0E05709g,102.1541111,107.6478448,90.91508844,178.7437928,147.6875987,432.0282577,433.0445665,568.9881718,510.5382911,383.3044768,3702.783498,3378.683824,4432.39953,1003.690007,166.6665081,17.56973619,18.74467493,20.12573202,118.7519985,105.4475805,88.92241654,192.5011658,151.267014,845.5405634,851.0324189,170.9820108,951.9385324,1231.226463,1937.940588
YALI0E05731g,1.108728097,1.58466011,2.40066035,0.372727888,0.054971484,0.19005483,1.153935785,32.86715002,34.8719583,27.57624509,6.49295083,7.455659889,9.879446911,0.639778067,1.553388494,1.222898227,1.068974869,1.589149562,1.16338379,1.254480255,0.9445177,1.82792055,1.595091149,3.395418918,6.487203643,1.224616734,0.558812585,0.253432097,0.703567066
YALI0E05753g,173.272805,158.7594666,162.1779436,257.1822426,254.0415536,247.1346307,244.1728121,60.51947039,74.14442562,69.85982088,190.7347249,206.0530476,142.0544715,208.4823462,141.4158858,118.6211281,129.8359059,124.7686143,191.0037541,194.0262795,196.1070617,188.0357867,195.9147246,81.23854153,83.76730418,206.046625,300.2347616,350.7077835,560.2999649
YALI0E05775g,13.00756821,14.51732491,12.74469511,5.988510369,6.474890161,5.572395058,4.413677292,17.48503484,19.1491272,17.23550632,9.267698679,9.51445807,8.986261032,14.16389726,12.65692277,14.96164803,14.72342175,16.89110892,6.029805175,17.24596354,17.85762584,5.429956219,8.44925031,7.039857384,5.125326352,7.976578473,4.877021729,4.236893427,6.197967826
YALI0E05797g,315.7317395,357.288576,390.4865885,363.9401058,315.4359874,284.103878,251.4868071,288.6959609,304.4156756,252.0027304,193.169725,155.9620891,177.2309052,242.7768628,442.0324249,489.8304703,465.617217,495.8919681,275.2505774,341.6985509,299.4660141,248.8404049,319.7985292,178.3766825,166.3929219,162.5701575,116.5122281,123.8836679,113.3343852
YALI0E05819g,390.0993237,398.7137905,400.8918825,396.0405942,449.7232152,449.318222,401.8448735,21.60916725,26.79278693,34.07778162,9.876843194,9.870776256,9.887028122,13.55208053,101.8679638,160.1320218,156.3586929,156.6562843,147.1784001,178.8334847,178.9850186,197.855209,204.7758254,127.4149379,125.9714106,6.359360296,7.806296495,11.73534439,22.32005864
YALI0E05841g,16.2779046,20.42553476,26.82953743,21.42292733,20.56863067,45.17819408,68.78870261,212.5241128,193.4987016,161.3908671,129.4413572,133.8452874,163.133287,132.6485628,39.63983757,25.215591,25.71539033,18.64818363,60.96872037,56.62783055,63.05633212,46.8373352,65.18235619,319.1752445,307.5567666,21.07673698,30.1815077,55.91022384,102.7431271
YALI0E05863g,64.79318459,62.63050333,75.64322097,68.87754313,71.76242964,93.41686418,90.14625934,228.6716997,212.8606666,211.5874202,191.7606135,214.8180311,220.2822446,423.7889918,180.6245621,122.6904273,126.8532203,125.4542951,82.75762994,79.23281561,80.36347429,79.12011801,92.38748522,84.77706239,75.95034807,85.60855206,82.99855886,87.18282611,90.95423897
YALI0E05885g,0,0,0,0,0,0,0,1.972715163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E05907g,135.8744747,138.8083487,119.3907355,27.49078358,34.10401965,46.53092398,52.20800259,120.8547605,114.5039104,111.0137945,97.37527721,77.51452392,70.53286949,86.275756,135.912409,176.3837604,151.0366547,165.9937489,58.28223086,59.53529201,62.03890524,47.4064052,50.62932889,64.0132438,56.27933687,73.87446735,80.77515598,74.01217621,60.75363331
YALI0E05929g,111.8755252,108.3646016,119.6670138,85.31478706,104.3850704,134.790369,119.3965848,18.29148291,18.91639247,22.78112794,111.2702259,131.3497555,124.1648694,73.49515215,43.89753063,48.3687563,41.77123747,43.82187825,80.23741977,90.24972568,93.03219302,78.10579244,92.13946526,56.75640847,47.51849607,70.55103297,156.7769863,156.9964023,142.3137701
YALI0E05951g,16.27848573,16.40591,13.74305423,18.9360177,19.8831678,11.55931666,12.26294795,10.49510509,14.13333671,13.21665995,6.806220656,9.312956122,6.220968858,15.88043183,14.96852444,25.66673689,24.52049304,24.82163665,29.49882318,29.2599145,32.04814019,19.38337993,26.67310738,12.1709644,11.07962998,16.66598869,18.00841877,13.53833425,15.75479387
YALI0E05973g,0.178253571,0.348019972,0.26960541,0.440118421,0.316086036,0.187827625,0.062204351,0.764427126,1.297968537,1.555672983,0.166671729,0.101748523,0.242074516,0.091968097,0.093041498,0.219739525,0.156066155,0.241619495,0.402010625,0.450828842,0.319069886,0.418032967,0.320337699,1.039454055,0.80486697,0.261962285,0.219079934,0.455385799,0.561876476
YALI0E05995g,75.54838752,73.31037065,70.12830486,81.64515638,94.57400216,126.9223608,137.9884637,105.0791339,101.547999,115.124874,149.8298477,164.1400632,156.7140682,142.2131415,62.87550701,59.67333153,55.11971698,54.75787564,88.80439982,93.78477173,85.2925225,70.43085526,84.5807458,120.4860936,127.7639765,54.83084807,70.81594285,78.63567612,89.97562424
YALI0E06017g,103.2500168,102.7966795,102.02265,168.2484881,184.3627803,193.0604462,182.1134414,209.7912676,218.5295494,224.6048805,298.2651104,356.9370234,402.2630381,264.4915576,123.3520253,95.73030277,99.32273199,98.99999909,155.0203616,189.148032,185.8505911,144.1030327,162.0460043,181.457861,210.0390285,167.4182399,210.9262503,254.3419331,265.8250882
YALI0E06039g,95.78727368,103.4748909,107.7710895,87.77630405,92.54229945,67.56340812,70.43834636,75.0081811,99.11326551,91.2486221,62.73109837,66.02692495,71.5730584,71.84002237,141.5834531,138.227023,131.1120031,148.1153393,120.4063092,125.2160356,126.4777436,94.41202269,120.7039115,42.89101211,61.45988242,72.21314102,64.24123385,70.09131997,67.95500744
YALI0E06061g,198.2616481,203.1285182,176.1826089,99.87029468,117.2367464,134.7303326,126.4263304,131.4585587,145.532711,143.8250559,188.177429,177.2647015,145.7547004,144.2777563,86.99396536,106.436886,96.68030328,101.6399785,99.32416394,126.3798457,131.3570714,82.51987227,105.7520258,111.4936564,111.7742927,191.1170157,189.4015338,189.6877433,222.9297056
YALI0E06083g,32.92551625,37.10550603,40.11941003,43.37650303,41.63616058,64.03466832,82.00760141,157.6617281,159.0987084,137.9096578,92.30712762,93.29454064,117.2769543,79.7358872,28.94216985,22.89620905,23.23901338,29.46610872,91.88814278,96.52138497,100.2296128,65.86544289,86.29600267,123.8884971,130.7255991,38.25526869,39.28329849,46.37308001,74.17876633
YALI0E06105g,23.80927639,18.0294282,21.43055244,8.849552053,8.053698994,7.447610934,8.180298202,16.59242617,14.9110037,18.94274561,9.985082571,8.325723892,14.94450893,6.047217348,4.758286672,8.572851615,9.788258749,8.425088232,1.409790684,1.706749289,1.458180066,1.090757904,0.88687582,5.448002196,4.440645351,2.801919891,0.440160598,0.598863517,0.923632564
YALI0E06127g,0.452408271,1.592573519,0.818577226,1.054965504,0.426183419,0.573011754,0.397610832,1.773227113,2.360247579,1.767800399,1.154147969,2.601510301,1.160507043,1.102239367,0.44604164,0.526716465,0.345314915,0.105302333,0.115634517,0.442079354,0.325451792,0.047715552,0.242479157,0,0.665265221,0,0,0.16373422,0.269364004
YALI0E06149g,19.06899908,18.65730299,15.62914068,9.468354637,8.364862392,7.853311276,7.047198454,20.20220344,20.25831581,19.03116109,17.4253051,15.51632736,12.10883933,12.12253752,14.7671441,20.23051852,17.04144426,18.53000756,20.66120613,25.74799404,28.96520948,21.34645014,23.85085222,44.39403048,40.3203844,23.34007595,22.82059506,22.0709163,16.49880127
YALI0E06171g,51.62885502,57.79725626,53.02033143,39.7433606,39.43203573,35.50602879,37.57365237,124.3188467,115.128043,110.8234324,71.83984337,57.30144152,54.61052681,97.08448326,58.78606647,49.35635987,48.16018481,52.56886142,40.81100962,41.60627304,40.6511733,58.03801611,43.45068553,79.56853699,90.5143037,63.15679842,55.7352782,64.04015469,60.27793615
YALI0E06193g,36.32438917,43.00980172,43.7614408,41.12460681,40.13311958,43.32138826,36.89702787,39.28480983,48.60732476,48.79144923,45.20246899,47.19447801,51.6425634,79.22865001,93.89123292,96.66441358,94.50956061,102.2298425,69.65779133,84.95027825,77.1483861,87.44723261,66.51886148,50.11641925,49.72674937,91.23039766,96.84831954,103.4671315,74.32325017
YALI0E06215g,112.0464485,112.3901884,113.9545665,73.93932139,70.27291043,34.54442286,36.92810605,286.1397484,283.0151415,334.6114693,62.05764847,54.14393315,43.42230518,112.4284154,189.1216553,140.211923,162.3555627,154.3732207,75.00825653,94.99794128,78.88951435,106.5965426,74.88564626,25.024082,24.28218057,110.8161295,50.71932951,45.90015966,23.63669132
YALI0E06237g,338.011011,402.2401824,345.8291698,338.9142555,310.705848,316.9939337,331.3800769,498.8590911,509.9184784,487.4850649,277.8965413,286.3391059,313.3348439,500.0977267,435.4078173,439.1548957,428.5186667,467.6980732,414.2864895,394.2877545,369.7686316,366.1183829,391.9718563,147.2864408,157.4696933,374.9783883,281.2509865,273.8774168,259.2442272
YALI0E06259r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E06303r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E06347g,94.16461565,100.9647979,86.90404168,60.67465388,65.18011587,81.96114546,77.86431992,7.098171454,8.109493238,7.98121015,44.81110227,45.89059717,36.07905114,30.90799978,35.43790645,34.86935151,31.96094524,33.12263259,50.44700997,57.49050235,57.25588668,67.13251312,70.6298049,30.44277591,28.71211789,41.49291205,90.93984714,101.2079343,83.16798107
YALI0E06369g,29.14672942,27.99704835,34.47326209,33.13379023,37.01442145,43.29957837,36.84326153,25.94664101,29.14103242,29.77891092,36.20990702,43.85708515,42.45262692,36.05728736,38.91625504,39.42161687,36.8312345,38.41006254,26.40127224,35.09042586,34.84035748,28.73032271,31.36840204,31.79355807,30.79779862,39.814967,46.90265629,47.87072893,54.7329627
YALI0E06391g,18.24745446,19.08522679,12.65348059,14.61795725,15.44113911,11.36992911,11.03972821,15.34520561,22.18450113,23.66290165,15.93744229,14.27077157,15.43783012,11.27098382,11.14914295,10.59238018,13.17596816,10.37888924,11.97752166,17.97036899,16.08493548,13.55324715,12.00710352,9.169504045,8.994668881,9.046282275,5.518949824,8.681397364,8.875257361
YALI0E06413g,48.91084422,54.66103898,46.0126567,23.40429062,29.14677965,20.77925194,21.59607465,73.74919763,73.81550514,67.5100025,33.61925472,33.44656577,35.62840311,32.82553622,45.51876379,38.26848347,40.26322109,40.14600834,34.61002239,37.48499949,42.42428398,25.26572875,30.99623885,17.59076094,21.09306542,43.33259212,26.51428943,21.22798418,18.02326851
YALI0E06435g,70.55356295,73.92131918,74.81643302,71.25395466,73.44085119,75.20730306,71.04986913,83.6657761,84.70095955,75.11486454,61.24587933,75.12405569,76.02246574,105.890923,73.82380404,69.08302267,71.14671352,74.68379055,61.55186598,71.89206804,67.28521149,58.82368654,68.14940512,59.60084386,70.65371295,71.66151692,77.85781723,89.01448732,67.50403701
YALI0E06457g,140.9441601,132.0873848,141.3001829,138.6206571,153.0714808,126.5548097,124.98822,115.0257565,139.395351,133.6478668,89.55377031,110.9725711,87.74487876,71.5139761,64.75442628,63.25514593,62.73754158,59.84035955,85.0611267,98.70583584,98.00032437,76.18803564,88.07772422,79.38741655,76.0374153,123.8139729,107.3316082,87.69171746,98.26718888
YALI0E06479g,382.5401605,329.2774237,373.0666482,620.655906,740.7601319,937.9499833,1045.887547,1266.988377,1249.285218,1202.694307,1215.542381,1278.800813,1228.758633,812.3045792,339.5439036,280.8214222,276.0223849,257.2892063,612.9571102,573.230199,618.1842527,476.9545629,635.2161926,2983.493897,2964.383154,1148.010853,1418.284614,1302.15964,1299.401198
YALI0E06501g,62.33515743,56.37421356,56.84023822,63.13892093,72.83023644,107.1826281,91.56480454,92.11014164,83.66107003,69.04444354,102.9825517,108.4973034,92.25984938,114.1221899,61.56295033,61.99026403,61.44166365,59.13227459,78.67258589,102.3804326,103.8609654,93.60905107,94.61228789,222.4388637,246.7025195,96.33559075,139.4322068,135.5690753,128.0293523
YALI0E06519g,26.15151622,23.57626417,26.73098331,34.11672704,35.17006357,40.04904377,29.87165166,2.167889762,2.225068009,3.31665843,28.026653,26.83565297,24.68117605,24.80957859,24.08478971,34.63511758,36.92737847,33.58713927,22.57728483,28.48200767,26.55894187,25.69886269,26.88316647,70.09857318,47.84132718,24.25869289,44.86451325,51.90281057,69.75905491
YALI0E06545g,53.60394344,50.37415473,38.64782598,29.79550371,25.59525948,8.329384701,9.952696145,14.33827118,14.84640211,18.70742435,6.504262591,5.558943696,5.510639387,5.024598479,57.24699668,60.36941493,59.4983916,67.03199816,22.21451881,26.07010242,18.43882847,20.66374339,16.25127837,8.641908584,7.4732812,18.15590314,5.485904036,7.108461256,3.508301901
YALI0E06567g,26.06483596,27.05660411,26.02382504,5.750658841,6.449987513,7.792248032,12.38557743,17.51999785,15.89995242,17.33669362,12.4705881,10.44421554,9.654914027,12.36904263,10.4709891,22.92934176,18.28392431,21.20903453,20.41887704,21.13609157,22.36617914,21.65808894,19.79789602,13.07865065,11.3268635,10.98267388,17.39092499,16.93771181,11.43947933
YALI0E06589g,1.688232123,1.146137816,1.012857223,1.617498381,0.874703495,3.161603934,4.339959745,5.756854312,5.044371326,11.41044279,1.192675405,2.047769017,0.974387989,1.480744206,1.498026639,1.592075051,0.289934221,1.06097068,3.171585708,1.649688157,2.513961577,6.00945864,3.189592179,18.19115656,18.2094388,0.506130905,0.220457795,0,2.035477046
YALI0E06611g,22.39379284,22.70957046,23.87489139,18.69719189,20.30401644,23.08396166,15.86077299,5.493085316,7.27989974,5.94892914,13.96945778,19.78755807,12.93441735,13.27863502,27.15966438,33.33242213,38.1474411,33.96669299,15.35191954,21.08547551,19.39548833,16.18901676,17.04990182,15.28760677,12.85579096,13.8817819,22.22807334,27.2661199,20.26480463
YALI0E06633g,59.48140566,70.92704557,58.52888363,120.4498003,108.5108993,98.78801699,105.7473965,43.53423689,45.97819583,47.64444934,65.38919142,88.61371368,63.7462892,69.31050232,60.054058,56.77270279,55.9655415,51.71855298,99.17236646,116.5821029,98.00444456,90.01281282,95.33495144,42.0711839,43.39721593,64.77612864,93.57368691,98.57032617,86.12033991
YALI0E06655g,32.48855682,37.2048659,41.14422076,30.98828742,28.87598882,20.72823808,15.77020757,34.37360718,41.43335027,39.03538513,26.27367733,27.42002348,31.71852926,30.79685236,69.81673962,71.45986068,75.3454867,74.22550875,19.87914009,30.08839622,28.88298566,18.87171621,23.16786658,17.69025426,17.16667545,27.25759827,22.08702645,23.48498016,24.12806339
YALI0E06677g,49.05769691,40.88477054,35.87576873,17.31440385,25.62597899,13.94281555,13.37194936,46.07537024,52.78988433,52.10566277,33.5131507,30.93778845,32.35080121,20.63468111,39.69770595,41.00457409,44.80427951,41.85041529,21.52928623,31.60669776,31.49550364,22.55135698,21.91138281,20.50164254,17.5584138,29.90826418,21.57783461,25.51556294,34.10008959
YALI0E06699g,26.61463489,25.96482959,23.2410868,24.70182537,21.15841219,29.21608178,24.41908669,17.82153562,20.75288189,16.6565581,20.07619555,23.77362316,20.28814991,71.57245113,45.3688068,45.4905662,47.09261522,47.28988105,13.33690758,20.25244716,21.07366771,25.22010357,27.96675418,46.43571148,47.48771763,23.17528655,33.14515462,41.93266788,57.24259938
YALI0E06721g,23.21870224,25.23543796,26.09545701,18.55186306,21.70394916,25.11529462,21.10641003,60.41074327,59.24463369,57.7966964,122.7424905,120.9629919,139.3353139,116.2345755,37.48900569,23.03548352,22.63938893,23.6522477,14.82643814,21.57946309,22.7939868,19.11007848,19.65951929,28.36605881,25.82689878,29.86960824,42.64582689,58.54883059,76.98874828
YALI0E06743g,19.97426871,21.43951914,24.35964178,14.66010823,13.87059898,13.49948278,12.87995972,14.34279966,13.47991665,12.92801531,11.92193073,17.68429231,11.69552171,19.21592242,28.43056293,23.1217684,27.97609412,28.90130939,11.38115726,16.6637912,16.86797493,11.50351783,10.40948757,17.7797154,20.58369727,6.627337618,7.663502001,9.300585264,13.48503543
YALI0E06765g,100.2063293,91.10451117,111.0139363,87.89052292,91.02270385,100.3851692,74.299366,108.7324968,112.8674496,123.0936673,82.32014327,84.6057661,97.48991218,86.72603777,163.3510516,169.2268654,173.0518413,168.283617,81.40239997,91.21296705,97.72007723,63.53107098,97.18455119,52.08613704,49.60784687,90.94829569,72.3400196,63.74675474,51.24194074
YALI0E06787g,0,0.059033337,0.033536922,0.071409758,0,0,0,0.092021699,0.167025206,0,0,0.759405886,0,0,0.115736752,0.328007688,0,0.204925095,0.120017166,0.15294485,0.177338017,0.185715048,0,0,0.725003323,0,0,0,0
YALI0E06809g,196.8978523,266.8494836,153.589734,27.02500288,25.56941787,49.6956219,36.47468532,42.23153355,32.48546953,38.56446695,56.94358757,40.3810898,38.08278418,63.62753717,74.18370189,108.7354647,96.06217246,108.4575796,27.07979502,32.23804008,27.96194524,141.4928715,34.05883911,216.6871626,224.3642266,26.37535801,43.21219106,80.51424454,134.1974476
YALI0E06831g,37.1497902,44.03307938,33.13351595,20.06947325,18.96516215,27.79097213,29.42950343,48.51557865,46.73628998,53.31908565,50.86810533,40.08924262,37.24936092,40.34275191,40.0775883,69.71105015,59.66471721,66.55623905,25.43323102,34.45046147,41.20266401,24.01713212,27.98255877,35.28997334,36.92747187,35.10344754,40.47562925,38.03451919,33.93841453
YALI0E06853g,377.1477972,310.2154018,352.5120234,474.5979351,472.0543577,570.9221412,546.8474953,268.6548619,266.3194344,283.8964156,430.889678,521.4552877,427.0979568,485.8756244,321.949928,290.1172592,318.8996576,306.1248606,424.294741,427.1749648,443.704512,386.038342,448.4857972,190.7416513,191.2735117,457.1114431,560.213049,515.9960667,441.0318151
YALI0E06875g,0.62170183,0.993111241,0.658219203,1.301428242,0.654565088,0.595539658,0.47006376,2.537115959,1.951282213,2.532030868,2.066870728,1.596925048,2.321804622,4.651029655,1.298017633,1.839345563,1.465471337,1.225753592,1.289939269,1.036336797,2.391405578,1.909272146,2.381515315,2.04910739,4.162348776,3.362253806,2.133094361,2.501519813,3.331452895
YALI0E06897g,26.64405453,24.49810623,20.98972426,19.77627121,26.06734221,28.52112947,27.6545697,39.78552457,38.12236923,34.8174836,20.60236328,27.22673235,22.05966288,39.96638297,46.16696173,47.95421777,48.71753984,42.76366759,18.01642875,26.58625214,27.31311975,17.14402102,18.51672623,18.13995182,25.04304687,23.7781549,23.13772602,22.16435771,26.50392149
YALI0E06919g,28.26699832,31.79467959,27.66028027,29.90643381,32.24560139,34.31106272,26.10493432,21.08245212,20.6417655,21.73104064,29.74814695,36.30428725,31.83310683,31.78866748,33.72789826,38.50775827,39.69487212,38.7181407,27.0720706,35.3204531,36.79466037,26.23867264,28.82086897,61.27017598,58.84702541,30.19341301,41.86712304,43.46118638,55.42246623
YALI0E06941g,68.99674824,68.12172966,63.34253248,44.24124693,48.64697131,28.67648785,23.99817977,103.4172303,101.3586041,106.0122189,64.57649233,68.30097274,68.58192382,83.54814424,95.7296639,100.1986721,99.73737217,99.44559794,26.99084164,38.62173774,43.90184072,32.22918895,30.55430937,30.89697976,33.25650219,53.45521022,38.69882219,44.94373635,38.15214669
YALI0E06963r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E07007r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E07051g,102.4159524,104.9803463,101.2278447,286.4937509,331.3137411,405.6866543,437.2769914,38.22298215,35.19221098,32.25567947,98.82921251,96.03271588,76.8963444,86.47830921,28.83536663,33.65926583,36.44058972,34.63486318,205.2413557,174.2712441,167.8517974,135.7165573,176.8901437,116.7764304,126.9146201,29.06526247,44.73403602,36.57498604,62.19910848
YALI0E07073g,219.0947893,222.5254603,206.7821355,304.3302305,292.9998885,230.2371563,231.7540213,72.55282797,72.63857818,75.71374474,181.6260448,188.541518,164.9741957,133.3882682,170.2394796,164.2001727,175.6922219,166.8231551,408.0410584,421.6949195,405.9479051,335.0677241,368.6386621,201.3816909,189.326081,158.843916,174.1872403,186.4066594,163.6000203
YALI0E07095g,15.39180899,16.27606242,16.98590997,18.26938029,18.87776509,20.04334003,16.80841552,18.68040481,17.70736583,20.90647275,24.29742439,25.72181227,27.43617424,17.28201031,15.82420076,16.18347608,17.19754664,14.82600009,12.12754106,18.27814295,17.48209615,12.16972739,13.24815762,47.0323431,36.82315263,12.73257425,18.17637512,23.76280447,42.62419362
YALI0E07117g,20.2409906,21.01459173,17.72109076,22.3751861,24.80848238,21.2065234,16.06777612,27.63933893,27.71580161,33.24748795,38.824002,36.13814208,28.33362262,139.6721977,34.76231548,30.55923516,30.15159182,30.16741091,27.14723423,32.53943011,25.73989426,19.00678075,24.20531799,13.44572296,10.17747907,32.2624254,30.5685587,33.63454897,34.40506337
YALI0E07139g,40.63050359,41.9841627,41.60693275,63.39279482,75.03809521,57.88595485,61.81184776,18.44788828,20.76975091,26.23441067,31.2659607,38.42456989,40.53372237,68.30923179,35.78208752,44.1821709,43.66476306,43.48643832,43.21770295,57.53819745,53.06742471,41.66919525,48.9357542,34.29596117,30.97734553,80.58740549,101.136922,98.19895412,78.16509519
YALI0E07161g,82.95644226,87.55893113,86.29336128,35.44458666,37.06729075,93.24362396,88.49860418,313.9646876,323.5985111,325.1563014,207.4339327,265.6620367,291.6130415,219.769225,66.04993737,63.54897068,61.72828214,65.87523498,42.43036916,40.01648,36.77494172,51.39502334,40.73070533,56.46584665,43.04243275,92.37666355,137.3798175,212.5175175,277.9850307
YALI0E07183g,97.5314878,94.89486645,115.7170634,154.1633995,149.0681398,177.0304119,185.1648409,262.8106335,258.6939186,237.4916468,225.3148457,252.2660445,256.0052981,267.3841383,168.9209379,115.0934152,126.5547854,131.0367505,168.076268,163.0883422,168.9512154,137.1370917,174.8814959,166.79971,151.7182147,187.8788078,243.4322388,272.6840728,240.5413574
YALI0E07205g,36.46913342,43.15115869,29.7272782,2.752083923,3.669912775,28.83477003,29.67170836,32.12496453,32.29247824,30.68791005,3.107321454,2.764104695,0.967089202,1.65335905,16.50354067,31.62932372,31.33732857,31.85395585,14.93612508,36.07858732,53.45545681,15.36440766,25.8240302,41.11099185,42.47718437,0.552573629,1.028390202,0.873249173,0.841762511
YALI0E07227r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0E07271g,52.27804068,65.13746882,59.33510219,34.57477339,48.19921495,62.20225317,59.80726873,98.13960025,89.74119417,67.27042968,41.92858244,55.80952119,32.58501117,81.09757919,33.83351984,38.52162994,36.59778697,35.04043568,47.78385266,72.79880876,73.32922142,49.88979301,58.94680286,67.55272503,61.44233952,15.69575586,16.21424105,27.65624728,23.25261464
YALI0E07293g,0.721152289,0.967089421,1.442187747,0.840823252,2.075788892,0.521941623,1.148768908,10.03434817,11.54343609,7.088846619,8.137339467,6.673893171,8.478629812,6.676609323,0.533252766,0.209900442,0.642182664,0.335710126,2.273340082,1.291927427,1.271010684,0.912720166,1.481656221,4.403345927,2.332995766,0.880818859,0.662689551,1.870480178,3.112963403
YALI0E07315g,28.75002332,30.82221772,23.82360467,63.99646094,68.92135303,53.63141383,54.4245717,20.91148151,17.29882732,21.32605479,42.14587582,41.52351802,42.10290693,47.98676416,32.5055816,30.82442051,32.94384028,32.90987827,63.37572539,63.61833382,64.54662843,54.03773523,54.71824276,56.35801245,47.38791699,66.51441104,90.77614028,89.3753273,68.1836605
